,Churn,Churn_Prob,CustID,predicted
5357,0,0.0019402241644407559,5357,0
6802,0,0.6272317038987888,6802,1
6128,0,0.6267127756248102,6128,1
3156,0,0.04955972042397176,3156,0
57,0,0.20447479700301868,57,0
1127,0,0.05278289789426851,1127,0
6382,0,0.04435928521661365,6382,0
5692,0,0.16227415704709652,5692,0
2609,1,0.3290156422024769,2609,0
1908,0,0.001146649907983818,1908,0
3015,0,0.02112036109735922,3015,0
1811,0,0.5266900409378384,1811,1
2704,0,0.024742442029614443,2704,0
2080,0,0.02553034745214405,2080,0
30,0,0.03177659892559612,30,0
5182,0,0.06411615619817604,5182,0
2062,0,0.0026463182818861207,2062,0
6003,0,0.00888936195821688,6003,0
919,0,0.2439827969652911,919,0
1863,0,0.0879095496537142,1863,0
3887,1,0.475055476940279,3887,0
6799,0,0.0656811713773725,6799,0
4515,0,0.6000600354284094,4515,1
1732,0,0.2313535275811304,1732,0
939,0,0.0838848435696376,939,0
542,0,0.16984480300664115,542,0
520,0,0.17637911044305143,520,0
2417,0,0.32314636615881753,2417,0
6604,0,0.4935367103857548,6604,0
3014,0,0.5314845100917652,3014,1
1513,1,0.6630062775859316,1513,1
2832,0,0.0453725663608251,2832,0
4223,0,0.5831551069899826,4223,1
4295,0,0.020445391438766468,4295,0
2866,0,0.5990654054691579,2866,1
2169,0,0.009726231709605977,2169,0
1958,0,0.4696800511505182,1958,0
3890,1,0.1349767627933318,3890,0
1860,0,0.0010191995535047708,1860,0
2286,0,0.3530989060200424,2286,0
6558,1,0.10997305632134599,6558,0
2512,0,0.11123905814745488,2512,0
92,0,0.01772880130880796,92,0
1666,0,0.035666031580574874,1666,0
877,0,0.05249352364822696,877,0
6087,0,0.23063172508286264,6087,0
3742,0,0.3032963866944792,3742,0
413,0,0.20290587687777664,413,0
2757,0,0.05974019823640414,2757,0
2699,0,0.5033125904687187,2699,1
2751,0,0.3242860843503425,2751,0
2952,0,0.0628601990317511,2952,0
5308,0,0.010093967303212848,5308,0
4984,0,0.06892606857219974,4984,0
2091,0,0.003311600985647504,2091,0
1305,0,0.2540734667486277,1305,0
2556,0,0.21824186534742512,2556,0
3553,0,0.003418377590926159,3553,0
4286,0,0.6875192616838549,4286,1
5545,0,0.5596624286176097,5545,1
4759,1,0.7483673080828624,4759,1
3327,0,0.09034924713358701,3327,0
3235,0,0.010534375710418159,3235,0
5765,1,0.12181813690034951,5765,0
2432,0,0.018523113447620736,2432,0
1307,0,0.04019597839506055,1307,0
6303,0,0.05318970965473355,6303,0
5689,0,0.621041353505065,5689,1
5519,0,0.25916726784660854,5519,0
6019,0,0.13116632948227278,6019,0
1955,0,0.45827475928254746,1955,0
3253,0,0.42324155882666303,3253,0
5118,0,0.2035554800536248,5118,0
760,0,0.16429568418680787,760,0
4281,0,0.06955233416565451,4281,0
4884,0,0.4327881626619958,4884,0
3486,0,0.17663944329872555,3486,0
1039,1,0.2888619798031652,1039,0
3336,0,0.002485909395689072,3336,0
1400,0,0.15261365119047343,1400,0
1556,1,0.5246753428331115,1556,1
6556,0,0.07294975994247832,6556,0
5974,0,0.14589713942883475,5974,0
1521,0,0.04257897554622736,1521,0
1855,0,0.005950684557784124,1855,0
6659,0,0.009205791976559444,6659,0
1648,0,0.28127970824516857,1648,0
6432,0,0.06259388873276298,6432,0
905,1,0.8076547757513933,905,1
4736,0,0.011457634256666703,4736,0
4954,1,0.7643694201140457,4954,1
6203,0,0.06548748644631174,6203,0
5028,0,0.046286388935502465,5028,0
5309,0,0.0018153662083859967,5309,0
263,0,0.06637620113113968,263,0
2099,0,0.23023876351976852,2099,0
5878,0,0.08020254028779215,5878,0
6586,0,0.008605325928519885,6586,0
6936,1,0.6670890420938974,6936,1
4172,0,0.17006983812919552,4172,0
1549,1,0.4031155548645997,1549,0
7003,0,0.17497438795971684,7003,0
3900,0,0.014605394222686925,3900,0
3539,1,0.3346865432746275,3539,0
401,0,0.0546250862835168,401,0
6916,0,0.0068086869793081515,6916,0
3536,0,0.6246867604424712,3536,1
4547,0,0.33018297886468784,4547,0
3617,1,0.6325363452061941,3617,1
5909,0,0.11171428253928208,5909,0
1944,1,0.3845422140032432,1944,0
2053,1,0.2937215375197655,2053,0
4402,1,0.12216718638490556,4402,0
318,1,0.6831936670416388,318,1
851,0,0.02737414884703933,851,0
4096,0,0.5324875370949205,4096,1
2493,0,0.6895255373753855,2493,1
1263,1,0.3005759070383308,1263,0
6870,0,0.302496107325458,6870,0
4263,0,0.04847934222854459,4263,0
2913,0,0.018419263743802625,2913,0
338,0,0.39800513284022176,338,0
5722,1,0.6372799587141622,5722,1
6565,0,0.3311664716185471,6565,0
5924,0,0.0016489860221618007,5924,0
4010,0,0.16605537948916982,4010,0
4294,0,0.36100942906282624,4294,0
3906,1,0.6794311460293047,3906,1
2073,0,0.08793987827482685,2073,0
5158,0,0.0019434289416246635,5158,0
6649,0,0.13288323604184174,6649,0
5702,1,0.2967026023804769,5702,0
1019,0,0.07624595568727373,1019,0
846,0,0.016832671337708778,846,0
4910,1,0.07259492131670611,4910,0
2463,0,0.7074722335826109,2463,1
6057,0,0.2037795043314214,6057,0
157,0,0.029460413098407197,157,0
3337,0,0.6859460328349479,3337,1
5671,0,0.0035694559385225292,5671,0
2693,0,0.001410614876482025,2693,0
149,0,0.18472825889264832,149,0
1382,0,0.010403179886003769,1382,0
4731,0,0.03502163783228938,4731,0
1413,0,0.018431512048256653,1413,0
14,0,0.44652871857373944,14,0
3726,1,0.4773477174965234,3726,0
4122,0,0.011962392978672649,4122,0
606,0,0.02371638666078009,606,0
4870,0,0.050370452288293635,4870,0
791,0,0.02046997093428007,791,0
2612,0,0.24259337264222997,2612,0
4146,1,0.4162917475460495,4146,0
2740,1,0.33407974372718763,2740,0
5881,0,0.09796142088685099,5881,0
130,0,0.6763833259391283,130,1
2880,0,0.6364455742731479,2880,1
5839,0,0.7683175144535658,5839,1
4185,0,0.22251112530978484,4185,0
3490,1,0.37459784112124284,3490,0
461,0,0.33502119660553875,461,0
1302,0,0.02477790328711092,1302,0
4614,0,0.12451267000755914,4614,0
5027,1,0.7125868944306158,5027,1
3236,0,0.2741282909561772,3236,0
5697,1,0.1322940676545564,5697,0
2044,0,0.06821922042987097,2044,0
1170,0,0.06746436308470236,1170,0
3503,0,0.1514417085443519,3503,0
1627,0,0.46441046707222877,1627,0
5608,0,0.10865742195276137,5608,0
4318,0,0.048545107183568345,4318,0
3675,0,0.16561404547964123,3675,0
5270,1,0.07635209234060047,5270,0
4949,1,0.5788749065678175,4949,1
786,0,0.008046606474607957,786,0
3484,0,0.47754193125098693,3484,0
6805,0,0.18531214628989154,6805,0
4813,0,0.36148552569923137,4813,0
150,0,0.44462847432780195,150,0
2147,0,0.10238062741787747,2147,0
3701,0,0.024098058133289142,3701,0
4331,0,0.0020992835727884234,4331,0
4791,0,0.20646534833417185,4791,0
1537,0,0.02070810455559898,1537,0
1588,0,0.2989122154649844,1588,0
3065,0,0.4034994361234692,3065,0
2503,0,0.01247154577801061,2503,0
2219,0,0.6438361854920464,2219,1
97,1,0.1348393560317839,97,0
4,1,0.6761924737213201,4,1
3999,1,0.7675967973214984,3999,1
6949,0,0.0679547686195636,6949,0
3837,1,0.4256785223628475,3837,0
5622,1,0.47358817988824176,5622,0
2808,0,0.6453517077492205,2808,1
2088,0,0.06932420765089091,2088,0
5577,0,0.008643923914442981,5577,0
5599,1,0.4306170667449582,5599,0
3710,0,0.057393729974779976,3710,0
6418,0,0.11083859639943244,6418,0
585,1,0.8431734775412448,585,1
947,0,0.5185175295333095,947,1
2061,1,0.322747925217584,2061,0
6423,0,0.0013647980781552385,6423,0
2337,1,0.29436615394357557,2337,0
1558,1,0.49351679824230155,1558,0
4579,0,0.4368101094256472,4579,0
1604,0,0.06319233301815777,1604,0
2687,0,0.292948974789757,2687,0
718,0,0.33630947476756456,718,0
6716,1,0.6441858476172567,6716,1
125,0,0.13724315928702793,125,0
3192,0,0.004291158287246225,3192,0
5477,0,0.01904693982765527,5477,0
4751,1,0.13151532389361353,4751,0
4326,1,0.7742763371365591,4326,1
4827,1,0.6159923808199579,4827,1
5410,0,0.08845486501463524,5410,0
4630,0,0.1345185410046729,4630,0
1584,0,0.04644743014011537,1584,0
4885,0,0.1048917306503012,4885,0
3666,1,0.3761766570928764,3666,0
987,0,0.22779854790871587,987,0
6296,0,0.1501089768314192,6296,0
4285,0,0.019308667421210148,4285,0
5848,0,0.02217706769850329,5848,0
5234,0,0.2533782566753031,5234,0
114,0,0.024246533815755884,114,0
5766,0,0.10540468678528263,5766,0
2971,0,0.01357307539503201,2971,0
4211,1,0.6329878202512184,4211,1
6704,0,0.21484710199770016,6704,0
888,0,0.1836124704818426,888,0
6293,0,0.017446305720793403,6293,0
5074,0,0.0065163997540584224,5074,0
6509,1,0.6746784642897927,6509,1
848,0,0.013319918390112335,848,0
3578,0,0.08105007837066978,3578,0
2326,0,0.0644553660582235,2326,0
906,0,0.5225614449728304,906,1
7010,1,0.8117335088963101,7010,1
716,0,0.012551033367633921,716,0
5155,0,0.29443958586535673,5155,0
3625,0,0.0010064593376542333,3625,0
455,0,0.6102958189015296,455,1
2677,1,0.5732890361910727,2677,1
3559,0,0.01216209623759312,3559,0
3108,0,0.13849132602323075,3108,0
5485,0,0.36613635329289446,5485,0
2696,0,0.0043379344154616485,2696,0
6009,1,0.5051208297566568,6009,1
2413,0,0.0977059870541916,2413,0
403,0,0.00964259205322479,403,0
3362,1,0.4233823823183775,3362,0
6484,0,0.10249466647060226,6484,0
2373,0,0.010779717989726009,2373,0
6456,0,0.03878356857552041,6456,0
6848,0,0.38546544806941563,6848,0
1740,0,0.0413578336000696,1740,0
722,1,0.7382838775276039,722,1
5932,1,0.7189784764254982,5932,1
5609,1,0.4458667618046382,5609,0
4476,1,0.16385810808045378,4476,0
5371,1,0.2481098634896037,5371,0
1066,0,0.004073711664878583,1066,0
6852,0,0.04992928305370121,6852,0
4860,0,0.06387348992032928,4860,0
6390,0,0.09832095253770261,6390,0
2097,0,0.6900338411739148,2097,1
6039,1,0.3778687783294474,6039,0
3302,1,0.38452828235789904,3302,0
6433,0,0.002117610363602764,6433,0
145,0,0.043673368022006664,145,0
5927,0,0.004258219566707382,5927,0
4602,0,0.002469465504821817,4602,0
2741,1,0.8208063771266194,2741,1
1906,0,0.03268937366877301,1906,0
5721,0,0.04469888740984537,5721,0
3639,0,0.2324207921089066,3639,0
1438,0,0.045101850866502556,1438,0
5807,0,0.0023089341575981324,5807,0
989,0,0.015424119614343854,989,0
3750,0,0.2789740116570938,3750,0
979,0,0.057889465438655516,979,0
3810,0,0.4201272003317232,3810,0
816,1,0.5841401840575322,816,1
1160,0,0.6900550375955855,1160,1
3093,0,0.05575720575194511,3093,0
1488,0,0.287341681542604,1488,0
5272,1,0.7180748955411986,5272,1
2992,0,0.2376966754229673,2992,0
5131,1,0.5116630152583388,5131,1
6028,1,0.35943318301569366,6028,0
5396,0,0.019768079800318656,5396,0
558,0,0.5087719353286814,558,1
2574,1,0.6481693080353175,2574,1
759,0,0.03196091973982867,759,0
3009,0,0.26131473769165275,3009,0
5003,1,0.6563459295245048,5003,1
4638,1,0.723663743056881,4638,1
5452,0,0.08472076701536822,5452,0
2201,0,0.0578283144321436,2201,0
3064,0,0.5079902739179937,3064,1
4217,0,0.7150609650740068,4217,1
1729,0,0.0659848481644767,1729,0
2209,0,0.21924131202658642,2209,0
2986,0,0.045568033606278514,2986,0
6477,0,0.13366488289475872,6477,0
1703,0,0.39062659827641916,1703,0
4945,0,0.01832676652480222,4945,0
4642,1,0.018841992416349502,4642,0
4421,0,0.30472127685616557,4421,0
1689,0,0.41254851490784344,1689,0
5150,0,0.21618116048847896,5150,0
3619,0,0.009453698279656834,3619,0
6157,1,0.15329619529634766,6157,0
2639,1,0.28857956661710854,2639,0
5837,0,0.6121981335802488,5837,1
2878,0,0.5183599089101426,2878,1
3880,0,0.12108273820231881,3880,0
6161,0,0.4278874346211814,6161,0
1105,0,0.6609702238480339,1105,1
1370,0,0.024799487698688696,1370,0
5481,1,0.8156029784539461,5481,1
3298,0,0.14517668625832503,3298,0
5883,0,0.12482910988262966,5883,0
3814,0,0.012667905008458965,3814,0
4213,1,0.3408397616257227,4213,0
1428,1,0.5525485673173801,1428,1
6250,0,0.07886029569777771,6250,0
4209,0,0.07793947782174315,4209,0
2256,0,0.05354578617329454,2256,0
4693,0,0.0040174864067251915,4693,0
5160,0,0.5777381939861831,5160,1
6632,1,0.10533533401697567,6632,0
3177,0,0.005658220764182701,3177,0
5915,0,0.0015915674983405063,5915,0
955,1,0.33193706064151146,955,0
3858,0,0.05671685200215931,3858,0
4029,0,0.010455427411969342,4029,0
6737,0,0.09030439692367896,6737,0
6640,0,0.07449150648834255,6640,0
3187,0,0.4070635513260819,3187,0
5681,0,0.0914412792387198,5681,0
3679,1,0.22084922029857962,3679,0
6770,0,0.6457705997524914,6770,1
6463,0,0.026919590534918183,6463,0
6063,0,0.0015546530455544365,6063,0
3107,0,0.07006388334814675,3107,0
2951,0,0.09560475154724256,2951,0
1646,0,0.012390314098417074,1646,0
1615,0,0.013000334461379362,1615,0
9,0,0.01574644813562148,9,0
6862,1,0.797421413763259,6862,1
5514,0,0.47424152428870897,5514,0
6720,0,0.021597794975128905,6720,0
4175,0,0.003264332549618387,4175,0
3467,1,0.8102193404227362,3467,1
6822,1,0.4511191770903654,6822,0
6855,0,0.03784268628445041,6855,0
275,1,0.5720657389223656,275,1
6963,0,0.6360782514528204,6963,1
1635,0,0.3766055478907703,1635,0
3152,0,0.2143453757750216,3152,0
5350,0,0.024127445723474233,5350,0
3878,0,0.07163368940746791,3878,0
5862,0,0.44428338927182365,5862,0
3788,1,0.062159563524340454,3788,0
1279,0,0.04875091322480141,1279,0
6207,1,0.3266063682529039,6207,0
4583,0,0.013313889848563661,4583,0
1639,1,0.41431799356178617,1639,0
7015,0,0.44023800306755595,7015,0
1198,0,0.010534314315028437,1198,0
6084,0,0.5717617892163597,6084,1
2148,0,0.1336213699785785,2148,0
6302,1,0.6246036581503303,6302,1
2430,0,0.034848500774080304,2430,0
1991,0,0.063385066815621,1991,0
6974,0,0.27296097701754546,6974,0
4574,0,0.1674343754227555,4574,0
4566,0,0.10564620450055488,4566,0
914,0,0.0027174504522396326,914,0
6198,0,0.017609766674358183,6198,0
4637,0,0.027221926208361814,4637,0
5951,0,0.29544016601568013,5951,0
5286,1,0.5943258907215944,5286,1
4418,1,0.01259234665830873,4418,0
3313,0,0.23089990955711978,3313,0
3955,0,0.4165498582993567,3955,0
8,1,0.5281200244954731,8,1
2721,1,0.7422385214801467,2721,1
2789,0,0.4903751959825821,2789,0
6252,0,0.11112842713012673,6252,0
3165,0,0.026113572670667398,3165,0
4088,1,0.6176245269363312,4088,1
3800,0,0.025886169616078814,3800,0
3142,1,0.16872317924068841,3142,0
630,1,0.4832106167646431,630,0
6806,0,0.006066005793788521,6806,0
687,1,0.5624091307202196,687,1
6703,1,0.7300022027842816,6703,1
2916,0,0.06877932008390172,2916,0
5168,1,0.6491840020434152,5168,1
2255,0,0.2876684478766001,2255,0
3045,0,0.05371040322520707,3045,0
4414,0,0.0596979638042607,4414,0
213,0,0.0286396700271533,213,0
4947,1,0.6259649497643683,4947,1
5440,0,0.27155856953755697,5440,0
2792,0,0.2449968894488828,2792,0
1719,0,0.5822544052450602,1719,1
1298,0,0.19610995031388118,1298,0
4481,0,0.20594414931624835,4481,0
1563,0,0.6844999188368828,1563,1
4828,0,0.08606140915156556,4828,0
5772,0,0.02179228667102466,5772,0
1414,0,0.32705824074034334,1414,0
3932,1,0.7841620331981627,3932,1
1103,0,0.1993726061282069,1103,0
6339,1,0.31809714654798393,6339,0
6219,1,0.6637187258671975,6219,1
775,0,0.0654417933691091,775,0
4120,0,0.2686873758265046,4120,0
2085,1,0.7036186904353509,2085,1
3502,0,0.1331563286821532,3502,0
6148,0,0.006227873881512846,6148,0
124,0,0.14119461286815255,124,0
5114,0,0.3487675183570475,5114,0
2678,0,0.0194093544689605,2678,0
3765,0,0.16577078428233552,3765,0
5512,0,0.3363940231600036,5512,0
5652,0,0.4730484628331263,5652,0
3543,0,0.030883161782417234,3543,0
3010,0,0.38958362638183275,3010,0
6561,0,0.5918636696700014,6561,1
532,0,0.7360014282917906,532,1
765,0,0.4945866467646682,765,0
5400,0,0.3799959611184421,5400,0
6135,0,0.07340141528562028,6135,0
2933,0,0.003483970647748303,2933,0
1961,0,0.06795124102784071,1961,0
6578,0,0.11211057550828821,6578,0
5777,0,0.0037894022427470216,5777,0
5937,1,0.7942610528786941,5937,1
2592,0,0.09889952034334124,2592,0
1881,0,0.32237476343660426,1881,0
6514,0,0.0163517268427231,6514,0
1941,0,0.346694851125043,1941,0
4768,0,0.0015526324123997662,4768,0
4699,0,0.040077126817766665,4699,0
5704,0,0.6349490047526817,5704,1
1469,1,0.38463809986003533,1469,0
615,0,0.23968928905194173,615,0
1527,0,0.0013704063273196948,1527,0
4880,0,0.003374430855761634,4880,0
5186,1,0.7839619085228218,5186,1
711,0,0.29875284394570806,711,0
921,0,0.09632294033161197,921,0
7028,0,0.008405616451838746,7028,0
2959,0,0.35757595052723795,2959,0
2799,0,0.006700218317251253,2799,0
6095,0,0.19440235590911215,6095,0
4667,0,0.09130878517238965,4667,0
5685,0,0.00664190588975043,5685,0
6792,1,0.008469490303843405,6792,0
4131,1,0.22002684873383754,4131,0
2763,0,0.09478385805824356,2763,0
6882,0,0.09994962014101605,6882,0
3086,0,0.5169887823539656,3086,1
2659,0,0.013448411402512891,2659,0
1945,0,0.001487526730055908,1945,0
4997,1,0.5983143078260441,4997,1
4831,0,0.11937275318744026,4831,0
2328,0,0.5536665122891203,2328,1
1694,1,0.7140598625230535,1694,1
4979,0,0.004631680390188141,4979,0
882,1,0.5725878242611541,882,1
2501,0,0.0013370865678679954,2501,0
5300,1,0.6642975491134325,5300,1
2511,0,0.2852844318241895,2511,0
1316,0,0.16852417324492538,1316,0
4664,1,0.5649906913823417,4664,1
6061,0,0.2100814891314482,6061,0
4166,0,0.0256888296184621,4166,0
1721,1,0.49090510090805034,1721,0
3743,1,0.3519168713594249,3743,0
949,0,0.011426908499644464,949,0
776,0,0.4494988237622839,776,0
5392,0,0.007645303570438794,5392,0
1317,0,0.1858754764195258,1317,0
6638,0,0.0021861349295335688,6638,0
957,0,0.3013688057290695,957,0
3778,0,0.44278426921731145,3778,0
362,0,0.013872043000190744,362,0
2901,0,0.06587439300806612,2901,0
2452,1,0.6347137053068518,2452,1
3587,1,0.749612528853218,3587,1
3657,0,0.018916298867690886,3657,0
6890,0,0.049528070797804226,6890,0
5273,0,0.001619450368946149,5273,0
5556,1,0.5029366144525435,5556,1
4866,0,0.4131950302586268,4866,0
2552,0,0.01363255706455342,2552,0
1832,1,0.22271302639374402,1832,0
5892,0,0.2697881042280765,5892,0
2738,0,0.039915838896049806,2738,0
1594,0,0.0033663287033433263,1594,0
1793,0,0.0019383580627317506,1793,0
767,0,0.06485818779993416,767,0
5185,0,0.02828168046947573,5185,0
4153,0,0.022740725263853796,4153,0
68,0,0.00473664400711506,68,0
4106,1,0.7584681251711273,4106,1
2850,0,0.41693198902593376,2850,0
5845,1,0.7144660563845979,5845,1
2287,1,0.1111667127242363,2287,0
719,0,0.1734346206116381,719,0
6814,0,0.22662402313894794,6814,0
309,0,0.07490416988070109,309,0
5482,1,0.0802316618728748,5482,0
6993,1,0.4721036569254507,6993,0
4026,0,0.04654382846677958,4026,0
2979,0,0.03398505974563012,2979,0
3993,0,0.006856152264931453,3993,0
3341,0,0.06775748240122441,3341,0
4277,0,0.17120166733027398,4277,0
2827,0,0.37059015615510743,2827,0
493,0,0.05133980296874965,493,0
1007,1,0.607959721477804,1007,1
4043,0,0.030105420655353803,4043,0
5604,0,0.5308686571857711,5604,1
36,1,0.6528683825115084,36,1
3348,0,0.23005366660011364,3348,0
2883,0,0.0016240261633512897,2883,0
4193,0,0.1086713821705767,4193,0
3111,1,0.09282661616485882,3111,0
3480,0,0.0010917062350949331,3480,0
4814,1,0.5400904020848032,4814,1
1496,0,0.2675652146037515,1496,0
5253,0,0.15265030297824836,5253,0
6901,0,0.11340310634732867,6901,0
1946,0,0.25574424697379944,1946,0
5375,1,0.3967754214899148,5375,0
5174,1,0.6079439607143102,5174,1
4826,1,0.7872123791762028,4826,1
4591,0,0.19302747620557495,4591,0
2553,0,0.30333906512058656,2553,0
6610,0,0.6295992923439052,6610,1
3219,0,0.018867293473759546,3219,0
1650,1,0.6035540100607762,1650,1
2540,0,0.05202633046017196,2540,0
3385,1,0.7374687019910372,3385,1
2319,0,0.6245386993541018,2319,1
2109,0,0.015876518250628142,2109,0
4357,0,0.08278362615352688,4357,0
5787,1,0.31266278785319057,5787,0
5619,0,0.5714581755282445,5619,1
2279,0,0.0028776215781974018,2279,0
4262,1,0.48385550980333103,4262,0
5235,0,0.6315589514893132,5235,1
4046,0,0.09927207403148496,4046,0
4138,1,0.7073503410464458,4138,1
5516,1,0.3343574193051147,5516,0
3398,0,0.09301493865086018,3398,0
383,1,0.6462639218416127,383,1
4467,0,0.042357995870412515,4467,0
839,0,0.004704544381411886,839,0
1849,1,0.38540874448598417,1849,0
5115,0,0.008239858804631378,5115,0
6179,1,0.8184435064359159,6179,1
878,0,0.018567777044510864,878,0
1087,0,0.25531512241910764,1087,0
6541,0,0.01922331837305659,6541,0
